"","response.docs.lead_paragraph"
"4195","The Senate blocked a Democratic attempt on Tuesday to subpoena State Department documents, emails and other correspondence for President Trump’s impeachment trial, including records involving Gordon D. Sondland, the United States ambassador to the European Union. The vote — the second push for documents — was 53 to 47, with the Republican majority prevailing."
"4196","After a Boeing 737 crashed near Amsterdam more than a decade ago, an expert study that sharply criticized the manufacturer was never published by the Dutch safety authorities, and its key findings were either excluded or played down in their accident report."
"4197","SYDNEY, Australia — In late October, lightning struck brittle earth on Gospers Mountain in New South Wales. The remains of trees bone dry from consecutive winters with little to no rain were ignited, and the fire quickly spread."
"4198","A federal appeals court on Tuesday partly overturned the 2018 corruption conviction of Sheldon Silver, once the powerful speaker of the New York State Assembly, but allowed much of the conviction to stand — most likely ending his hopes of remaining out of prison."
"4199","MOSCOW — Nobody knows what’s going on inside the Kremlin right now. And perhaps that’s precisely the point."
"4200","Reed Hastings, the chief executive of Netflix, has grown used to going up against Amazon, Hulu and YouTube. But the Walt Disney Company’s entry into the streaming industry, with Disney Plus, caught his attention."
"4201","MADRID — A winter storm lashed much of Spain for a third day Tuesday, leaving about 200,000 people without electricity, schools closed and roads blocked by snow as it killed four people."
"4202","RECIPE FOR A PERFECT WIFEBy Karma Brown"
"4203","It’s easy to win. Just give up all your personal information. Or are you chicken?"
"4204","SANTA CLARA, Calif. — The San Francisco 49ers continued their magical season, dominating the Green Bay Packers on Sunday in the N.F.C. championship game, 37-20, to earn a trip to Super Bowl LIV in two weeks."
"4205","In a significant change, the rules resolution submitted by Senator Mitch McConnell automatically enters the evidence collected by the House impeachment inquiry into the Senate record of the trial, in the same way that a similar resolution treated evidence during the 1999 impeachment trial of former President Bill Clinton."
"4206","See the looks from the Givenchy: Spring 2020 Collection."
"4207","FRANKFURT — Mitsubishi Motors is under investigation for possibly selling diesel vehicles in Germany that had been programmed to cheat on emissions tests, Frankfurt prosecutors said Tuesday as the police raided offices of the Japanese carmaker."
"4208","WASHINGTON — As President Trump’s impeachment trial opens, his lawyers have increasingly emphasized a striking argument: Even if he did abuse his powers in an attempt to bully Ukraine into interfering in the 2020 election on his behalf, it would not matter because the House never accused him of committing an ordinary crime."
"4209","(Want to get this briefing by email? Here’s the sign-up.) "
"4210","The advocacy group for people with disabilities had planned weeks in advance for a two-hour trip outside Chicago, and had worked with Amtrak before."
"4211","MOSCOW — Nobody knows what’s going on inside the Kremlin right now. And perhaps that’s precisely the point."
"4212","A federal appeals court on Tuesday partly overturned the 2018 corruption conviction of Sheldon Silver, once the powerful speaker of the New York State Assembly, but allowed much of the conviction to stand — most likely ending his hopes of remaining out of prison."
"4213","BEIRUT, Lebanon — Iran acknowledged on Tuesday that its forces had fired two surface-to-air missiles at a Ukrainian passenger plane that crashed this month near Tehran, confirming for the first time that more than one missile was launched at the jet."
"4214","The first party-line defeat, 53 to 47, of a Democratic demand for documents made it clear that Republicans have the votes to hold off Democrats in the impeachment trial for now. So why will Democrats continue to press their case with a series of proposals seemingly destined to lose?"
"4215","DAVOS, Switzerland — Salvador Gómez-Colón, a teenage environmental and humanitarian activist from Puerto Rico, started the day Tuesday by telling business and government leaders that they didn’t have much credibility."
"4216","The seven House managers submitted one final written brief at noon on Monday, just an hour before the Senate was set to reconvene as a court of impeachment. The 34-page filing included a point-by-point rebuttal of arguments put forward by President Trump’s lawyers in his defense on Monday, and an appeal to senators to convict him based on the House charges."
"4217","Senator Mitch McConnell of Kentucky, the majority leader, in his opening remarks said the day’s proceeding would serve as a critical test for senators."
"4218","MOSCOW — President Vladimir V. Putin of Russia submitted constitutional amendments on Monday that empower a previously toothless advisory council as a powerful policy arbiter, setting up what could be a future role for himself as Russia’s long-term paramount leader."
"4219","Senator Mitch McConnell employed one of the oldest tricks in the Senate book to discourage Democrats from mounting time-consuming challenges to his proposed ground rules for the impeachment trial. As the Senate opened Tuesday, Mr. McConnell, the Kentucky Republican and majority leader warned senators that they should be prepared to stay as long as possible to enact a resolution setting the parameters for the trial."
