"","response.docs.lead_paragraph"
"3987","There is nothing objectionable about Michael Bully Herbig’s glossy political thriller, “Balloon,” but there’s nothing particularly exciting about it, either. A true-life tale of how two families narrowly escaped from communist East Germany in 1979 in a homemade hot-air balloon, the movie adopts a path so dramatically familiar we can almost predict each twist and fake-out."
"3988","What has been your most memorable visit to a museum, good or bad? What type of museum was it and where was it located? What makes this experience stand out in your mind? A particular exhibit, activity or performance? How did you feel being there? What, if anything, would have made it better?"
"3989","Transparency about salaries can make workplaces more equitable, especially for women and people of color. Why are so few Americans willing to open up?"
"3990","Right around the middle of winter, when the afternoon sun was hanging low and the weather forecasters were warning of an evening commute complicated by “wintry mix,” I found myself strategizing. How was I going to survive until spring? It surprised me. I always liked winter but somehow, this time around, the season seemed longer and more harsh. I needed to find a way to fall in love with winter again."
"3991","Last September, I believed my brain was on fire. Not in some metaphorical way. It was, as far as I was concerned, on fire."
"3992","When Ed Stein signed up for Medicare eight years ago, the insurance choice seemed like a no-brainer."
"3993","LOS ANGELES — Even by today’s get-famous-quick standards, Pop Smoke became hot at microwave speed."
"3994","An archive of work by Shawn Walker, a founding member of the Harlem-based African-American photography collective the Kamoinge Workshop, will join the Library of Congress’s collection, the organization announced Wednesday."
"3995","Frank Anderson, an American spymaster who oversaw the Central Intelligence Agency’s covert mission to funnel weapons and other support to Afghan insurgents fighting their Soviet occupiers in the 1980s, died on Jan. 27 in Sarasota, Fla. He was 78."
"3996","Almost 15 years ago, the men of the Danish String Quartet — they were in their 20s, at the time, and still called themselves the “Young” Danish — said in an interview that they would need to become more mature before daring to play Beethoven’s late string quartets in public."
"3997","A feud erupted onstage between Amy Klobuchar and Pete Buttigieg over her failure to remember the name of Mexico’s president. Elizabeth Warren came to Ms. Klobuchar’s defense."
"3998","WASHINGTON — Amy Berman Jackson is no stranger to working under pressure."
"3999","Senator Elizabeth Warren of Massachusetts took the stage Wednesday night in Las Vegas with one task: to reassert herself in a race where attention had slipped away from her. And she did not wait to be called on."
"4000","_________"
"4001","For generations of future diplomats and cabinet officials educated at Harvard’s renowned John F. Kennedy School of Government, orientation day has come with a name placard that the students carry from class to class, so their professors can easily call on them."
"4002","Hi. Welcome to On Politics, your guide to the day in national politics."
"4003","Two children who lived in Idaho — Tylee Ryan, 17, and Joshua Vallow, 7 — have been missing for months."
"4004","By pardoning Michael R. Milken, a potent symbol of the “greed is good” 1980s and arguably the most significant white-collar criminal of his generation, President Trump has sent two powerful messages: When it comes to justice, money counts. And white-collar crime doesn’t really matter."
"4005","To the Editor:"
"4006","LAS VEGAS — The day after a Democratic presidential debate brought out the candidates’ outrage at Michael R. Bloomberg, the focus turned back toward Senator Bernie Sanders of Vermont, who leads polls of Nevada, California and the nation."
"4007","Michael R. Bloomberg had put in the hours, his people said — holding mock debate sessions with top aides and meeting at length to prepare in New York and Palm Springs, Calif."
"4008","Night is practically eternal in “Vitalina Varela,” the new picture from the Portuguese master Pedro Costa. In this vision, the barrios of Fontainhas, in Lisbon, where much of Costa’s work has been set and shot, seem to have mostly migrated underground. (In reality, the barrios have been so transformed over the years that they no longer exist as such.) The movie’s opening shot is exemplary: a beautifully framed (in the almost square Academy ratio) view of an alleyway, the curve of the gray wall on its left creating a visually attractive angle. At the top of the frame, black; it’s a submerged alley, and at the top right you can see some crosses planted in the ground above. Some men come through the space; it’s a funeral procession."
"4009","As the Democratic presidential candidates bandage their wounds and assess their strategies after Wednesday’s debate, one thing is clear: Bernie Sanders owes Mike Bloomberg a big thank-you bouquet. Maybe even a box of chocolates."
"4010","This kaleidoscopic four-bedroom home, with individually designed rooms, is on the top floor of a four-story building in eastern Berlin."
